322.4,1
321.2,1
329.6,1
333.6,1
321.9,1
331.3,1
339.4,1
332.7,1
329.2,1
338.2,1
339.6,1
332.4,1
334.2,1
334.9,1
338.0,1
320.4,1
322.3,1
325.4,1
322.5,1
333.0,1
323.9,1
333.9,1
333.0,1
337.1,1
331.9,1
331.1,1
324.3,1
339.9,1
336.9,1
330.4,1
326.0,1
331.8,1
322.5,1
325.6,1
338.7,1
332.5,1
330.1,1
336.7,1
320.6,1
336.7,1
321.0,1
328.1,1
328.6,1
321.9,1
339.3,1
328.8,1
320.6,1
325.0,1
334.8,1
333.1,1
327.8,1
334.2,1
335.9,1
322.4,1
324.0,1
327.8,1
321.4,1
321.9,1
331.9,1
326.6,1
336.6,1
320.8,1
339.5,1
322.2,1
321.9,1
328.2,1
322.8,1
339.4,1
336.5,1
338.5,1
329.9,1
325.6,1
328.5,1
334.0,1
339.7,1
324.6,1
331.8,1
332.8,1
327.0,1
333.9,1
332.5,1
339.8,1
328.7,1
339.9,1
332.0,1
325.4,1
331.4,1
321.9,1
326.8,1
324.4,1
324.5,1
323.1,1
325.4,1
331.7,1
320.3,1
332.3,1
336.9,1
330.2,1
322.9,1
337.3,1
335.0,1
333.8,1
333.9,1
320.1,1
325.5,1
331.6,1
321.2,1
338.6,1
337.2,1
324.1,1
323.5,1
327.7,1
338.4,1
323.7,1
334.6,1
331.5,1
338.6,1
338.9,1
337.4,1
322.3,1
327.6,1
336.1,1
327.5,1
336.3,1
335.7,1
320.6,1
332.7,1
327.5,1
334.9,1
324.4,1
339.7,1
321.0,1
324.6,1
339.6,1
332.4,1
339.2,1
328.1,1
324.1,1
321.4,1
332.1,1
322.8,1
329.5,1
329.3,1
340.0,1
332.1,1
331.7,1
321.5,1
329.1,1
339.2,1
335.9,1
336.3,2
321.0,2
335.1,2
333.0,2
338.7,2
330.8,2
333.6,2
334.5,2
330.9,2
336.1,2
330.7,2
320.7,2
323.9,2
334.1,2
337.7,2
337.4,2
326.5,2
328.3,2
331.4,2
323.4,2
334.0,2
329.5,2
332.1,2
330.9,2
326.0,2
336.3,2
334.6,2
321.5,2
339.4,2
331.6,2
337.6,2
336.3,2
337.7,2
332.0,2
327.7,2
322.7,2
326.0,2
337.9,2
324.6,2
337.5,2
333.4,2
336.6,2
332.7,2
327.8,2
324.7,2
335.6,2
